id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,source,date,pb_over_history,pe_over_history,peg
506852,SZ399393,国证地产,3,0.0,0.8504,0.0,0.1952,0.0,0.0118,1776873600000,low,0,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776940323805,1776940323805,True,5,04-23,0.8048,1.0,
506878,SZ399812,养老产业,3,11.9367,1.8423,0.0044,0.0564,0.1543,0.0242,1776873600000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958321295,1776958321295,False,5,04-23,0.9436,0.9956,0.9467
506876,SZ399975,证券公司,3,14.9625,1.2825,0.0612,0.1616,0.0857,0.0177,1776873600000,low,0,https://danjuanfunds.com/funding/006098?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958321113,1776958321113,True,5,04-23,0.8384,0.9388,0.5345
506896,CSIH30533,中概互联50,3,17.3499,2.3637,0.0596,0.0788,0.1362,0.0103,1776873600000,low,0,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958323011,1776958323011,False,5,04-23,0.9212,0.9404,
506801,CSIH11136,中国互联,3,17.6538,2.3767,0.1032,0.0812,0.1346,0.0109,1776787200000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1452096000000,1776907921102,1776907921102,False,5,04-22,0.9188,0.8968,
506821,SZ399997,中证白酒,3,18.7851,4.5514,0.0812,0.0796,0.2423,0.0401,1776873600000,low,0,https://danjuanfunds.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776940321179,1776940321179,False,5,04-23,0.9204,0.9188,
506860,CSIH30094,消费红利,2,18.941,3.965,0.0624,0.0956,0.2093,0.0408,1776873600000,low,0,,0.05,1452096000000,1776940324393,1776940324393,False,5,04-23,0.9044,0.9376,
506877,SZ399396,国证食品,3,20.895,3.9672,0.0876,0.0392,0.1899,0.037,1776873600000,low,0,https://danjuanfunds.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958321202,1776958321202,False,5,04-23,0.9608,0.9124,23.9078
506888,SH000932,主要消费,3,20.9154,3.7749,0.128,0.0784,0.1805,0.0364,1776873600000,low,0,https://danjuanfunds.com/funding/000248?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958322290,1776958322290,False,5,04-23,0.9216,0.872,
506904,SZ399989,中证医疗,3,29.4251,3.2713,0.1512,0.0416,0.1112,0.0152,1776873600000,low,0,,0.05,1452182400000,1776958323694,1776958323694,False,5,04-23,0.9584,0.8488,1.7052
506880,SH000991,全指医药,3,30.9786,3.0148,0.2944,0.062,0.0973,0.0163,1776873600000,low,0,https://danjuanfunds.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958321464,1776958321464,False,5,04-23,0.938,0.7056,1.8689
506910,HKHSTECH,恒生科技,3,22.4032,2.6201,0.2721,0.3862,0.117,0.0114,1776873600000,mid,1,,0.05,1595779200000,1776958324139,1776958324139,False,5,04-23,0.6138,0.7279,
506894,SH000978,医药100,3,31.2265,3.0701,0.326,0.066,0.0983,0.016,1776873600000,mid,1,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958322865,1776958322865,False,5,04-23,0.934,0.674,1.9506
506873,SZ399986,中证银行,3,7.0281,0.682,0.8484,0.4064,0.097,0.0439,1776873600000,high,2,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958320852,1776958320852,True,5,04-23,0.5936,0.1516,4.058
506809,SPACEVCP,标普价值,2,7.5334,0.8299,0.7584,0.7316,0.1102,0.0412,1776873600000,high,2,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1452441600000,1776940320131,1776940320131,False,5,04-23,0.2684,0.2416,1.7479
506898,CSI931157,红利成长LV,2,8.3086,0.9173,0.7207,0.7319,0.1104,0.0473,1776873600000,high,2,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1556121600000,1776958323189,1776958323189,False,5,04-23,0.2681,0.2793,0.9993
506886,CSIH30269,红利低波,2,8.5597,0.8757,0.7988,0.5916,0.1023,0.0436,1776873600000,high,2,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958322121,1776958322121,False,5,04-23,0.4084,0.2012,3.6376
506872,SH000922,中证红利,2,8.7526,0.8632,0.8428,0.4988,0.0986,0.0459,1776873600000,high,2,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958320778,1776958320778,False,5,04-23,0.5012,0.1572,5.3317
506907,SH000015,上证红利,2,8.9419,0.8653,0.9772,0.596,0.0968,0.0435,1776873600000,high,2,,0.05,1452009600000,1776958323924,1776958323924,False,5,04-23,0.404,0.0228,7.8482
506889,SH000919,300价值,2,9.2707,0.9345,0.8156,0.4716,0.1008,0.0404,1776873600000,high,2,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958322375,1776958322375,False,5,04-23,0.5284,0.1844,2.4235
506903,CSI930740,300红利LV,2,9.3209,0.9485,0.8896,0.5992,0.1018,0.0437,1776873600000,high,2,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1451318400000,1776958323561,1776958323561,False,5,04-23,0.4008,0.1104,5.2695
506900,CSPSADRP,标普红利,2,9.5651,1.0152,0.9888,0.6888,0.1061,0.0474,1776873600000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1452096000000,1776958323298,1776958323298,False,5,04-23,0.3112,0.0112,4.309
506883,SZ399550,央视50,2,10.2228,1.0293,0.8292,0.2424,0.1007,0.0419,1776873600000,high,2,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1452096000000,1776958321841,1776958321841,False,5,04-23,0.7576,0.1708,2.335
506882,SH000925,基本面50,2,10.271,1.027,0.8584,0.422,0.1,0.0385,1776873600000,high,2,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958321752,1776958321752,False,5,04-23,0.578,0.1416,2.3508
506868,SH000170,50AH优选,1,10.2772,1.1985,0.7176,0.758,0.1166,0.0309,1776873600000,high,2,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958320448,1776958320448,False,5,04-23,0.242,0.2824,2.2545
506800,HSFML25,香港大盘,1,10.4088,1.0607,0.8292,0.6348,0.1019,0.0286,1776787200000,high,2,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1452096000000,1776907920753,1776907920753,False,5,04-22,0.3652,0.1708,1.1846
506799,HKHSCEI,国企指数,1,10.7254,1.0548,0.8868,0.7376,0.0983,0.028,1776787200000,high,2,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1452096000000,1776907920657,1776907920657,False,5,04-22,0.2624,0.1132,1.863
506865,SH000016,上证50,1,11.5089,1.2341,0.798,0.5216,0.1072,0.0333,1776873600000,high,2,https://danjuanfunds.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958320184,1776958320184,False,5,04-23,0.4784,0.202,1.9002
506892,SH000010,上证180,1,12.2718,1.2474,0.8484,0.464,0.1016,0.0297,1776873600000,high,2,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958322687,1776958322687,False,5,04-23,0.536,0.1516,1.7911
506798,HKHSI,恒生指数,1,12.7788,1.2834,0.8812,0.9216,0.1004,0.0308,1776787200000,high,2,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1452096000000,1776907920560,1776907920560,False,5,04-22,0.0784,0.1188,1.7561
506866,SH000300,沪深300,1,14.6039,1.4894,0.92,0.6204,0.102,0.026,1776873600000,high,2,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958320282,1776958320282,False,5,04-23,0.3796,0.08,1.5551
506905,CSI716567,MSCI中国,1,15.1801,1.5336,0.8785,0.6699,0.101,0.0246,1776873600000,high,2,,0.05,1508688000000,1776958323769,1776958323769,False,5,04-23,0.3301,0.1215,1.348
506833,SZ399324,深证红利,2,15.4124,2.423,0.4268,0.742,0.1572,0.0422,1776873600000,high,2,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776940322204,1776940322204,False,5,04-23,0.258,0.5732,1.7042
506810,SPCQVCP,标普质量,2,15.6419,2.777,0.4164,0.3848,0.1775,0.0208,1776873600000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776940320249,1776940320249,False,5,04-23,0.6152,0.5836,1.8252
506863,GDAXI,德国DAX,1,17.5953,1.582,0.4948,0.3896,0.0899,0.0011,1776873600000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1452096000000,1776940324597,1776940324597,False,5,04-23,0.6104,0.5052,
506884,SH000903,中证100,1,18.0967,1.8701,0.9992,0.966,0.1033,0.0261,1776873600000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958321914,1776958321914,False,5,04-23,0.034,0.0008,1.6213
506897,CSI931142,东证竞争,2,18.73,3.2851,0.95,0.9504,0.1754,0.0232,1776873600000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958323098,1776958323098,False,5,04-23,0.0496,0.05,0.9696
506822,SZ399998,中证煤炭,3,21.4451,1.826,0.8704,0.9868,0.0851,0.0469,1776873600000,high,2,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1448899200000,1776940321273,1776940321273,True,5,04-23,0.0132,0.1296,
506885,CSI930782,500低波,2,22.2246,1.7799,0.6832,0.7489,0.0801,0.0215,1776873600000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1454515200000,1776958322014,1776958322014,False,5,04-23,0.2511,0.3168,1.3636
506879,SH000989,全指可选,3,22.7286,2.3392,0.3288,0.302,0.1029,0.0259,1776873600000,high,2,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958321388,1776958321388,False,5,04-23,0.698,0.6712,1.7309
506887,SZ399317,国证A指,1,23.0703,1.8887,0.9988,0.6552,0.0819,0.0177,1776873600000,high,2,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958322211,1776958322211,False,5,04-23,0.3448,0.0012,1.5656
506802,SPHCMSHP,香港中小,1,24.0896,1.5798,0.9983,0.8338,0.0656,0.0216,1776787200000,high,2,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1776907921297,1776907921297,False,5,04-22,0.1662,0.0017,
506890,SZ399701,基本面60,2,24.8804,2.1208,0.9788,0.4416,0.0852,0.0261,1776873600000,high,2,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958322466,1776958322466,False,5,04-23,0.5584,0.0212,1.4365
506891,SZ399702,基本面120,2,25.1264,2.2191,0.9768,0.5656,0.0883,0.0236,1776873600000,high,2,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958322559,1776958322559,False,5,04-23,0.4344,0.0232,1.1936
506805,HKHSSCNE,新经济,2,25.3452,3.0181,0.5937,0.5703,0.1191,0.0107,1776787200000,high,2,,0.05,1542729600000,1776907921820,1776907921820,False,5,04-22,0.4297,0.4063,
506869,SZ399330,深证100,1,28.9637,3.159,0.87,0.732,0.1091,0.0182,1776873600000,high,2,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958320524,1776958320524,False,5,04-23,0.268,0.13,1.3325
506794,SP500,标普500,1,29.4874,5.6111,0.888,0.9972,0.1903,0.0105,1776787200000,high,2,https://danjuanfunds.com/funding/096001?channel=1800100001&source=guzhi__web_20171001,0.05,1452009600000,1776907920194,1776907920194,False,5,04-22,0.0028,0.112,1.9389
506895,SZ399417,新能源车,3,31.6201,4.2226,0.4952,0.7148,0.1335,0.0117,1776873600000,high,2,https://danjuanfunds.com/funding/160225?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958322938,1776958322938,True,5,04-23,0.2852,0.5048,0.7535
506893,SZ399001,深证成指,1,35.4938,2.9979,0.9988,0.654,0.0845,0.0144,1776873600000,high,2,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958322776,1776958322776,False,5,04-23,0.346,0.0012,1.2285
506862,935600,MSCI印度,1,35.9627,4.8475,0.7952,0.7952,0.1348,0.0095,1776873600000,high,2,https://danjuanfunds.com/funding/164824?channel=1800100001&source=guzhi__web_20171001,0.05,1476892800000,1776940324522,1776940324522,False,5,04-23,0.2048,0.2048,
506796,NDX,纳指100,1,36.5594,10.2132,0.8768,0.9828,0.2794,0.0045,1776787200000,high,2,https://danjuanfunds.com/funding/160213?channel=1800100001&source=guzhi__web_20171001,0.05,1452009600000,1776907920381,1776907920381,False,5,04-22,0.0172,0.1232,1.8145
506867,SH000905,中证500,1,36.8373,2.5438,0.8576,0.8036,0.0691,0.0129,1776873600000,high,2,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958320371,1776958320371,False,5,04-23,0.1964,0.1424,1.3172
506874,SH000827,中证环保,3,38.4413,3.0025,0.8948,0.7312,0.0781,0.0146,1776873600000,high,2,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958320924,1776958320924,False,5,04-23,0.2688,0.1052,0.9141
506902,SZ399971,中证传媒,3,43.4256,2.5503,0.6992,0.4608,0.0587,0.0174,1776873600000,high,2,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958323464,1776958323464,False,5,04-23,0.5392,0.3008,1.0352
506871,SZ399006,创业板,1,43.8746,6.0116,0.5412,0.7096,0.137,0.0093,1776873600000,high,2,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958320705,1776958320705,False,5,04-23,0.2904,0.4588,1.199
506870,SH000852,中证1000,1,50.2812,2.728,0.8204,0.688,0.0543,0.0097,1776873600000,high,2,https://danjuanfunds.com/funding/003646?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958320616,1776958320616,False,5,04-23,0.312,0.1796,1.5305
506901,SZ399610,TMT50,3,50.3233,6.2013,0.9276,0.9884,0.1232,0.0069,1776873600000,high,2,https://danjuanfunds.com/funding/160224?channel=1800100001&source=guzhi__web_20171001,0.05,1488124800000,1776958323388,1776958323388,False,5,04-23,0.0116,0.0724,1.0978
506899,CSI931087,科技龙头,3,53.754,6.5437,0.8775,0.8421,0.1217,0.0054,1776873600000,high,2,https://danjuanfunds.com/funding/007873?channel=1800100001&source=guzhi__web_20171001,0.05,1553011200000,1776958323243,1776958323243,False,5,04-23,0.1579,0.1225,1.1601
506908,CSI931079,5G通讯,3,58.5015,7.8533,0.9988,0.9988,0.1342,0.0057,1776873600000,high,2,,0.05,1556553600000,1776958323996,1776958323996,False,5,04-23,0.0012,0.0012,1.0832
506906,CSI930652,中证电子,3,61.4913,5.9392,0.9532,0.9904,0.0966,0.0064,1776873600000,high,2,,0.05,1452096000000,1776958323851,1776958323851,False,5,04-23,0.0096,0.0468,1.2494
506881,SH000993,全指信息,3,68.9497,5.8773,0.836,0.9848,0.0852,0.0061,1776873600000,high,2,https://danjuanfunds.com/funding/002974?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958321634,1776958321634,False,5,04-23,0.0152,0.164,1.3082
506875,SZ399967,中证军工,3,112.8521,4.084,0.8352,0.8952,0.0362,0.0041,1776873600000,high,2,https://danjuanfunds.com/funding/163115?channel=1800100001&source=guzhi__web_20171001,0.05,1452182400000,1776958321025,1776958321025,True,5,04-23,0.1048,0.1648,1.7774
506909,SH000688,科创50,1,157.1769,6.4379,0.913,0.724,0.041,0.0033,1776873600000,high,2,,0.05,1577721600000,1776958324053,1776958324053,False,5,04-23,0.276,0.087,2.8892
